GenerationFileの情報,エージェントID,発生時刻1,発生時刻2,到着時刻1,到着時刻2,移動時間1,移動時間2
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:01:00" "total":21 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04163,22:01:05,10865,22:28:32,12512,00:27:27,1647
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:10:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04342,22:10:17,11417,22:28:34,12514,00:18:17,1097
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:06:00" "total":17 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04273,22:06:28,11188,22:28:36,12516,00:22:08,1328
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:06:00" "total":17 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04281,22:06:54,11214,22:28:37,12517,00:21:43,1303
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:00:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04154,22:00:46,10846,22:28:39,12519,00:27:53,1673
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Route2"} "startTime":"22:10:00" "total":1 "duration":1 "startPlace":"SL_GPS" "goal":"EXIT_GPS" "conditions":["INDEXA_R2_190"]},ag04334,22:10:00,11400,22:28:40,12520,00:18:40,1120
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:56:00" "total":24 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04054,21:56:37,10597,22:28:41,12521,00:32:04,1924
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:02:00" "total":20 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04193,22:02:28,10948,22:28:43,12523,00:26:15,1575
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:05:00" "total":18 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04262,22:05:58,11158,22:28:45,12525,00:22:47,1367
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:36:00" "total":31 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03402,21:36:14,9374,22:28:47,12527,00:52:33,3153
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:59:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04125,21:59:37,10777,22:28:48,12528,00:29:11,1751
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:40:00" "total":31 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03553,21:40:29,9629,22:28:50,12530,00:48:21,2901
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:09:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04318,22:09:12,11352,22:28:52,12532,00:19:40,1180
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:06:00" "total":17 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04275,22:06:33,11193,22:28:54,12534,00:22:21,1341
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:04:00" "total":19 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04241,22:04:48,11088,22:28:56,12536,00:24:08,1448
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:04:00" "total":19 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04239,22:04:40,11080,22:28:57,12537,00:24:17,1457
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:42:00" "total":31 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03607,21:42:04,9724,22:28:59,12539,00:46:55,2815
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:59:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04117,21:59:13,10753,22:29:01,12541,00:29:48,1788
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:43:00" "total":31 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03663,21:43:44,9824,22:29:03,12543,00:45:19,2719
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:35:00" "total":31 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03381,21:35:40,9340,22:29:05,12545,00:53:25,3205
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:06:00" "total":17 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04267,22:06:09,11169,22:29:06,12546,00:22:57,1377
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:03:00" "total":20 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04222,22:03:42,11022,22:29:08,12548,00:25:26,1526
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:32:00" "total":31 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03287,21:32:59,9179,22:29:10,12550,00:56:11,3371
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:42:00" "total":31 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03624,21:42:34,9754,22:29:12,12552,00:46:38,2798
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:33:00" "total":31 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03288,21:33:02,9182,22:29:14,12554,00:56:12,3372
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:08:00" "total":16 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04305,22:08:29,11309,22:29:16,12556,00:20:47,1247
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:05:00" "total":18 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04250,22:05:18,11118,22:29:18,12558,00:24:00,1440
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"21:35:00" "total":4 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03365,21:35:12,9312,22:29:19,12559,00:54:07,3247
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:06:00" "total":17 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04280,22:06:53,11213,22:29:25,12565,00:22:32,1352
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:50:00" "total":28 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03869,21:50:07,10207,22:29:27,12567,00:39:20,2360
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:39:00" "total":31 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03523,21:39:40,9580,22:29:29,12569,00:49:49,2989
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:01:00" "total":21 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04178,22:01:46,10906,22:29:31,12571,00:27:45,1665
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:09:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04319,22:09:17,11357,22:29:33,12573,00:20:16,1216
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:57:00" "total":24 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04064,21:57:09,10629,22:29:35,12575,00:32:26,1946
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:37:00" "total":31 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03428,21:37:03,9423,22:29:37,12577,00:52:34,3154
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:46:00" "total":30 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03768,21:46:53,10013,22:29:38,12578,00:42:45,2565
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:48:00" "total":29 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03825,21:48:49,10129,22:29:40,12580,00:40:51,2451
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:36:00" "total":31 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03405,21:36:19,9379,22:29:42,12582,00:53:23,3203
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:33:00" "total":31 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03291,21:33:08,9188,22:29:44,12584,00:56:36,3396
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:53:00" "total":26 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03955,21:53:05,10385,22:29:46,12586,00:36:41,2201
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:43:00" "total":31 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03647,21:43:19,9799,22:29:47,12587,00:46:28,2788
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:03:00" "total":20 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04224,22:03:57,11037,22:29:49,12589,00:25:52,1552
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"22:04:00" "total":1 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04231,22:04:14,11054,22:29:50,12590,00:25:36,1536
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:01:00" "total":21 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04182,22:01:58,10918,22:29:52,12592,00:27:54,1674
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:30:00" "total":30 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03205,21:30:42,9042,22:29:54,12594,00:59:12,3552
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:56:00" "total":24 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04058,21:56:43,10603,22:29:56,12596,00:33:13,1993
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:54:00" "total":26 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04008,21:54:54,10494,22:29:58,12598,00:35:04,2104
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:06:00" "total":17 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04279,22:06:48,11208,22:30:00,12600,00:23:12,1392
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:37:00" "total":31 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03442,21:37:29,9449,22:30:02,12602,00:52:33,3153
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:08:00" "total":16 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04302,22:08:05,11285,22:31:00,12660,00:22:55,1375
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:40:00" "total":31 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03546,21:40:18,9618,22:31:02,12662,00:50:44,3044
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:35:00" "total":31 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03387,21:35:50,9350,22:31:04,12664,00:55:14,3314
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:07:00" "total":17 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04288,22:07:14,11234,22:31:06,12666,00:23:52,1432
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:00:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04147,22:00:29,10829,22:31:08,12668,00:30:39,1839
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:50:00" "total":28 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03890,21:50:49,10249,22:31:10,12670,00:40:21,2421
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:51:00" "total":27 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03923,21:51:51,10311,22:31:12,12672,00:39:21,2361
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:07:00" "total":17 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04284,22:07:09,11229,22:31:14,12674,00:24:05,1445
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:38:00" "total":31 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03481,21:38:31,9511,22:31:15,12675,00:52:44,3164
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:59:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04134,21:59:51,10791,22:31:17,12677,00:31:26,1886
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:08:00" "total":16 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04316,22:08:59,11339,22:31:19,12679,00:22:20,1340
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:10:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04336,22:10:04,11404,22:31:21,12681,00:21:17,1277
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:38:00" "total":31 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03479,21:38:26,9506,22:31:23,12683,00:52:57,3177
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:42:00" "total":31 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03621,21:42:29,9749,22:31:24,12684,00:48:55,2935
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:59:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04116,21:59:12,10752,22:31:26,12686,00:32:14,1934
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:09:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04330,22:09:52,11392,22:31:28,12688,00:21:36,1296
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:07:00" "total":17 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04285,22:07:10,11230,22:31:30,12690,00:24:20,1460
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:09:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04328,22:09:43,11383,22:31:31,12691,00:21:48,1308
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:04:00" "total":19 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04226,22:04:03,11043,22:31:33,12693,00:27:30,1650
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:03:00" "total":20 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04207,22:03:07,10987,22:31:35,12695,00:28:28,1708
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:03:00" "total":20 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04204,22:03:02,10982,22:31:37,12697,00:28:35,1715
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:07:00" "total":17 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04295,22:07:46,11266,22:31:38,12698,00:23:52,1432
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:08:00" "total":16 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04312,22:08:50,11330,22:31:40,12700,00:22:50,1370
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:07:00" "total":17 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04298,22:07:57,11277,22:31:42,12702,00:23:45,1425
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:39:00" "total":31 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03528,21:39:46,9586,22:31:44,12704,00:51:58,3118
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"21:53:00" "total":2 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03976,21:53:52,10432,22:31:45,12705,00:37:53,2273
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:07:00" "total":17 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04282,22:07:04,11224,22:31:47,12707,00:24:43,1483
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"21:35:00" "total":4 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03377,21:35:37,9337,22:31:48,12708,00:56:11,3371
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:08:00" "total":16 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04307,22:08:36,11316,22:31:50,12710,00:23:14,1394
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:45:00" "total":30 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03720,21:45:23,9923,22:31:52,12712,00:46:29,2789
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:07:00" "total":17 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04287,22:07:13,11233,22:31:54,12714,00:24:41,1481
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:05:00" "total":18 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04245,22:05:01,11101,22:31:56,12716,00:26:55,1615
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:09:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04331,22:09:53,11393,22:31:57,12717,00:22:04,1324
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:06:00" "total":17 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04277,22:06:44,11204,22:31:59,12719,00:25:15,1515
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"22:06:00" "total":1 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04278,22:06:45,11205,22:32:00,12720,00:25:15,1515
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:06:00" "total":17 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04264,22:06:02,11162,22:32:02,12722,00:26:00,1560
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"22:08:00" "total":1 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04308,22:08:38,11318,22:32:04,12724,00:23:26,1406
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:07:00" "total":17 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04294,22:07:39,11259,22:32:06,12726,00:24:27,1467
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:37:00" "total":31 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03430,21:37:08,9428,22:32:08,12728,00:55:00,3300
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:52:00" "total":27 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03933,21:52:20,10340,22:32:10,12730,00:39:50,2390
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"21:39:00" "total":4 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03531,21:39:58,9598,22:32:11,12731,00:52:13,3133
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:34:00" "total":31 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03327,21:34:09,9249,22:32:13,12733,00:58:04,3484
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"21:31:00" "total":5 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03236,21:31:31,9091,22:32:14,12734,01:00:43,3643
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:49:00" "total":28 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03847,21:49:27,10167,22:32:16,12736,00:42:49,2569
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:05:00" "total":18 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04263,22:05:59,11159,22:32:18,12738,00:26:19,1579
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:34:00" "total":31 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03351,21:34:52,9292,22:32:20,12740,00:57:28,3448
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:06:00" "total":17 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04269,22:06:12,11172,22:32:22,12742,00:26:10,1570
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:49:00" "total":28 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03842,21:49:16,10156,22:32:24,12744,00:43:08,2588
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:10:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04341,22:10:16,11416,22:32:25,12745,00:22:09,1329
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:08:00" "total":16 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04304,22:08:28,11308,22:32:27,12747,00:23:59,1439
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:55:00" "total":25 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04025,21:55:35,10535,22:32:29,12749,00:36:54,2214
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:07:00" "total":17 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04296,22:07:50,11270,22:32:31,12751,00:24:41,1481
